"code";"deb_sem";"abon";"abv";"abz";"ahh";"ajb";"ambl";"ants";"atb";"bel";"bela";"bhk";"boe";"bos";"cda";"die";"diri";"do";"dri";"ejd";"far";"fito";"fns";"iho";"mae";"mand";"mdv";"mhj";"mia";"miad";"mjr";"mnj";"mnld";"mora";"mrb";"mrg";"mrt";"mtn";"nsb";"samp";"sbv";"sm";"stm";"tanb";"tdd";"tgr";"tlr";"toa";"tomp";"tsar";"tsim";"tsl";"velo";"vink";"vola"
"2010_34";"2010-08-23";1;21;2;19;1;0;10;0;22;3;4;14;2;0;0;1;0;12;5;69;6;1;6;73;1;11;8;51;6;3;110;4;2;41;10;10;9;2;2;18;1;4;0;21;0;5;5;3;0;25;1;2;2;1
"2010_33";"2010-08-16";0;17;3;4;0;0;7;0;67;2;2;26;1;2;0;0;0;5;3;96;0;0;9;51;1;19;7;20;9;1;47;4;0;11;6;23;21;4;2;15;2;8;3;21;6;8;51;0;1;6;0;0;2;0
"2010_32";"2010-08-09";0;13;2;11;0;2;8;6;110;0;3;18;0;2;5;0;2;6;1;32;0;4;8;40;0;21;6;39;6;1;23;2;1;50;8;11;45;4;3;24;0;7;3;21;6;8;32;4;1;8;2;1;1;0
"2010_31";"2010-08-02";0;22;1;28;1;2;1;7;54;4;4;7;2;1;5;0;2;2;0;50;1;3;0;57;0;17;8;26;8;3;30;4;0;10;4;8;49;22;3;16;0;3;1;16;6;1;42;0;0;4;0;0;2;1
"2010_30";"2010-07-26";0;10;2;1;0;2;12;0;34;2;5;22;4;1;3;1;0;16;8;72;3;5;5;8;1;27;1;22;9;0;49;4;1;42;13;1;30;2;3;16;1;6;5;27;6;7;7;0;1;18;0;2;0;1
"2010_29";"2010-07-19";0;19;2;27;1;2;11;6;38;0;2;6;4;2;4;1;1;2;2;58;4;0;9;25;1;29;7;57;1;2;109;5;2;41;5;22;28;15;0;3;2;4;1;23;8;12;12;0;1;24;2;1;1;0
"2010_28";"2010-07-12";1;7;0;21;2;1;7;0;5;3;5;18;2;0;1;0;1;11;9;40;0;0;4;81;1;25;2;43;1;1;43;1;0;53;8;24;20;20;2;14;2;3;1;15;7;9;47;1;0;23;1;1;2;0
"2010_27";"2010-07-05";0;22;1;12;1;0;8;5;102;4;0;2;4;2;5;0;2;12;5;90;4;1;6;37;1;29;0;51;5;3;68;1;2;31;11;2;6;8;1;20;0;3;4;17;5;4;49;4;0;4;0;0;1;0
"2010_26";"2010-06-28";0;25;0;33;0;0;0;2;8;2;0;8;1;0;2;1;1;0;9;57;0;1;8;80;0;25;7;6;4;0;78;1;1;59;12;7;11;0;0;22;2;4;5;27;0;1;53;3;0;14;1;2;1;0
"2010_25";"2010-06-21";1;16;1;13;2;1;10;0;96;2;4;18;0;2;4;1;2;13;0;90;2;5;3;74;1;13;8;5;2;3;61;4;0;35;0;9;8;15;0;18;1;7;5;15;3;3;31;1;0;3;1;0;2;0
"2010_24";"2010-06-14";1;19;0;13;0;0;2;8;69;4;4;11;4;2;3;1;2;2;5;88;4;1;10;31;1;2;7;15;2;2;109;5;1;56;7;12;17;16;1;6;1;0;0;28;3;15;18;1;1;20;0;0;1;1
"2010_23";"2010-06-07";1;0;1;14;1;1;1;2;49;1;3;25;3;0;3;1;2;0;9;104;5;5;10;51;0;19;5;21;5;0;20;0;1;60;7;20;43;15;0;9;2;9;5;5;2;5;0;1;1;16;2;0;2;0
"2010_22";"2010-05-31";1;29;1;31;1;1;10;6;95;3;0;38;3;1;3;0;2;14;0;105;0;1;9;47;1;19;1;47;8;0;118;4;2;16;6;29;42;20;0;22;1;8;4;19;3;15;3;0;1;13;2;2;1;0
"2010_21";"2010-05-24";0;17;2;30;1;1;2;2;46;3;2;18;0;2;0;0;0;11;7;90;0;4;1;72;0;25;5;38;9;2;53;3;0;59;1;24;24;17;3;1;1;3;3;26;5;11;63;0;0;5;0;2;0;1
"2010_20";"2010-05-17";0;28;3;22;1;1;9;2;23;1;1;19;4;2;4;1;1;2;5;16;1;2;10;21;0;18;5;30;0;3;80;5;2;22;10;12;26;8;1;23;1;4;5;4;5;7;15;0;0;6;1;1;0;0
"2010_19";"2010-05-10";1;28;3;17;0;0;10;6;17;1;4;37;4;2;0;0;0;13;7;91;4;2;2;50;1;15;0;10;3;1;11;2;2;60;13;11;20;2;0;7;0;2;5;0;0;12;25;2;1;3;2;2;1;1
"2010_18";"2010-05-03";0;32;0;6;2;1;0;7;11;1;4;10;0;1;5;1;1;9;5;33;4;5;7;42;0;12;5;17;5;3;61;2;2;13;2;29;15;20;3;22;2;2;0;26;8;13;56;1;0;20;2;1;0;0
"2010_17";"2010-04-26";0;0;3;32;1;0;5;1;81;0;2;7;3;0;5;0;1;5;9;90;2;4;0;79;1;29;2;4;6;2;102;5;1;53;9;26;14;17;2;10;0;4;5;11;3;13;40;4;0;1;1;1;1;0
"2010_16";"2010-04-19";1;6;2;29;2;1;8;5;74;3;3;4;4;1;2;1;0;0;7;6;6;1;9;45;1;4;5;44;6;1;78;5;1;18;9;15;34;8;0;20;1;7;4;11;6;5;54;4;0;6;2;2;2;1
"2010_15";"2010-04-12";1;27;2;13;0;0;11;1;31;1;2;4;2;0;3;1;0;10;0;94;5;3;7;21;1;21;8;6;5;3;26;4;1;30;2;9;15;15;0;18;1;3;1;10;7;2;53;3;0;16;1;2;0;0
"2010_14";"2010-04-05";0;8;0;22;1;0;10;5;6;1;2;25;4;1;3;0;0;1;0;37;3;4;9;36;1;19;6;53;5;2;4;1;2;12;2;19;2;21;3;2;0;2;2;15;1;5;1;0;0;13;1;0;1;0
"2010_13";"2010-03-29";0;11;2;23;1;0;8;7;65;4;3;16;4;2;0;1;1;13;6;18;3;2;7;39;1;27;6;7;8;2;28;1;1;35;0;10;32;0;1;4;1;2;4;21;2;3;12;4;1;21;2;2;1;0
"2010_12";"2010-03-22";0;26;2;26;2;2;10;3;61;3;2;39;0;0;2;1;0;13;5;94;6;1;9;2;0;22;4;15;9;0;44;1;1;30;12;25;16;13;3;12;1;9;5;23;0;15;12;3;0;7;0;2;2;1
"2010_11";"2010-03-15";1;18;1;5;2;2;2;4;10;4;5;21;1;0;3;1;0;1;6;32;1;0;3;12;0;10;1;3;6;0;94;3;0;0;12;14;32;21;2;1;2;2;2;17;3;9;41;3;0;21;1;1;0;0
"2010_10";"2010-03-08";1;27;0;10;1;1;1;5;84;3;1;18;1;0;3;1;1;11;1;104;4;0;2;56;0;16;6;32;7;3;41;3;0;12;9;17;8;13;1;23;1;9;2;25;3;14;60;4;1;12;0;1;2;1
"2010_09";"2010-03-01";1;30;1;6;1;0;8;3;111;0;5;4;0;2;2;1;0;14;2;102;3;1;7;32;0;2;1;15;1;1;0;2;1;20;5;4;38;2;3;2;1;5;3;25;8;8;15;1;0;22;0;0;1;1
"2010_08";"2010-02-22";0;2;0;25;1;1;2;7;71;3;3;20;1;1;3;1;2;16;5;45;2;2;0;54;1;9;8;51;2;0;4;4;0;14;10;4;6;4;2;11;0;7;0;22;0;6;15;4;1;1;2;0;2;1
"2010_07";"2010-02-15";1;25;2;11;1;1;6;5;103;3;2;6;4;1;1;0;1;5;3;20;4;1;1;2;0;11;3;15;4;1;77;5;0;53;2;21;33;10;2;19;0;3;4;6;7;2;2;2;0;7;1;0;0;1
"2010_06";"2010-02-08";0;3;3;26;1;1;10;7;51;4;0;21;0;2;5;1;2;4;9;66;5;3;3;51;0;8;1;39;9;3;33;1;2;44;4;14;25;2;0;2;0;0;2;32;0;11;11;1;1;2;0;0;1;1
"2010_05";"2010-02-01";1;11;2;11;0;0;7;7;56;4;4;23;1;0;0;1;1;10;0;30;4;5;5;77;0;18;0;10;6;2;53;3;1;27;8;20;0;10;2;12;2;5;0;9;0;7;63;2;1;10;2;0;0;0
"2010_04";"2010-01-25";1;26;0;15;0;0;7;2;14;4;2;31;4;1;4;1;2;12;0;35;1;2;8;30;1;29;5;27;0;0;48;1;0;37;11;2;14;22;2;3;1;7;4;29;8;11;66;0;0;6;1;0;1;1
"2010_03";"2010-01-18";0;23;3;15;0;2;6;7;44;1;0;33;0;1;4;0;0;8;3;15;6;3;0;75;1;28;8;15;0;0;83;0;1;46;4;23;25;9;1;9;0;1;1;10;2;1;3;4;0;22;0;0;1;0
"2010_02";"2010-01-11";1;18;3;18;1;0;10;6;60;3;0;20;3;2;5;1;2;10;5;25;1;1;1;62;1;2;4;31;7;2;104;2;0;34;13;10;3;1;1;11;2;6;2;8;5;14;4;3;1;22;2;0;0;0
"2010_01";"2010-01-04";1;29;1;11;0;0;5;5;91;3;0;11;1;0;2;1;2;7;6;59;2;2;0;59;1;21;8;9;0;2;109;4;1;53;8;20;22;7;3;11;2;0;4;2;8;10;5;1;1;19;2;0;1;0
"2009_53";"2009-12-28";1;20;3;8;0;1;0;0;16;3;5;3;0;2;0;1;0;0;7;33;6;1;4;68;1;18;2;37;2;3;54;0;1;24;5;6;25;4;1;19;2;0;4;10;7;4;20;2;1;11;0;0;1;0
"2009_52";"2009-12-21";0;5;3;21;0;2;8;8;68;4;3;16;4;1;4;0;1;14;0;53;1;5;5;62;1;0;6;5;2;2;97;3;1;35;5;22;16;20;2;20;1;2;2;23;8;12;12;4;0;20;1;2;1;1
"2009_51";"2009-12-14";1;24;2;19;0;0;9;3;17;0;5;25;3;2;2;0;2;16;0;97;2;5;6;38;0;4;5;38;1;0;50;2;2;1;8;10;4;22;0;15;0;7;1;31;2;11;76;3;1;1;2;1;2;0
"2009_50";"2009-12-07";1;26;1;8;0;2;3;2;57;4;4;37;1;1;3;0;1;3;9;50;0;1;9;16;1;27;8;3;4;1;88;2;0;1;10;17;20;18;3;4;1;6;4;25;4;12;73;2;0;22;0;0;1;1
"2009_49";"2009-11-30";0;23;2;9;1;1;4;3;48;1;0;24;3;1;1;0;0;0;8;15;0;5;3;1;0;28;2;26;5;3;114;5;1;55;1;20;5;22;1;22;1;5;4;2;1;9;5;4;0;24;0;0;1;1
"2009_48";"2009-11-23";1;10;3;7;1;2;6;6;53;0;1;25;1;1;5;0;0;15;5;32;4;2;7;25;1;23;8;25;7;3;87;5;2;10;7;22;28;21;2;21;2;3;3;30;6;4;52;4;1;24;0;2;1;1
"2009_47";"2009-11-16";0;9;2;24;0;2;12;7;4;0;0;2;2;0;0;1;0;13;8;83;1;0;10;43;1;17;4;11;5;0;31;1;0;28;11;28;30;2;3;20;0;6;4;13;4;0;7;0;0;17;1;0;2;0
"2009_46";"2009-11-09";0;23;2;5;1;0;3;2;81;3;5;2;4;0;2;0;1;0;0;41;3;4;9;63;0;23;2;46;0;2;66;1;2;20;5;8;16;23;0;3;0;4;2;19;1;2;47;2;1;8;0;2;2;0
"2009_45";"2009-11-02";1;28;2;17;1;0;6;0;76;2;5;20;1;2;5;0;1;5;4;28;0;1;6;48;1;20;4;38;6;3;69;4;0;10;7;24;12;9;3;1;2;3;5;0;7;0;2;3;1;24;0;1;1;0
"2009_44";"2009-10-26";1;27;0;4;2;2;11;7;25;3;2;32;1;0;2;1;2;9;4;94;6;4;2;43;0;10;6;44;8;3;6;0;0;19;5;3;45;21;1;23;2;0;2;1;5;11;34;3;0;4;0;1;0;0
"2009_43";"2009-10-19";0;11;0;14;2;0;11;6;68;4;5;11;1;0;3;0;1;3;4;6;3;2;3;2;1;22;5;34;1;2;17;2;1;14;1;12;22;20;3;4;2;1;0;26;1;6;19;3;1;23;2;0;0;1
"2009_42";"2009-10-12";1;4;0;22;2;2;0;7;34;1;1;11;1;1;4;1;2;14;4;44;3;5;10;49;1;28;6;15;8;3;61;1;2;4;9;14;2;16;2;15;2;3;4;6;8;6;63;3;1;24;1;0;1;1
"2009_41";"2009-10-05";1;0;0;11;1;2;5;8;50;1;3;20;1;0;1;0;0;3;9;105;4;5;7;18;1;0;3;37;0;0;21;2;2;54;8;2;49;19;0;4;1;0;5;31;1;11;16;1;1;7;1;1;1;0
"2009_40";"2009-09-28";0;13;3;21;2;0;7;3;47;0;2;27;4;1;3;1;0;1;1;72;5;3;6;16;0;11;8;19;9;1;116;0;0;6;0;22;7;7;1;8;0;6;3;13;0;6;43;3;1;6;1;2;1;1
"2009_39";"2009-09-21";1;24;1;10;2;2;3;0;15;3;1;28;1;0;1;0;1;3;5;79;6;1;3;77;0;3;4;14;9;2;113;0;2;17;10;25;7;22;0;17;1;6;2;15;7;10;47;1;0;1;2;1;0;0
"2009_38";"2009-09-14";0;31;0;31;2;1;9;3;77;2;0;1;0;1;2;1;0;10;1;1;5;5;9;19;1;27;0;22;7;3;15;0;0;53;11;17;14;19;2;23;0;3;4;11;4;9;0;0;0;2;2;1;1;0
"2009_37";"2009-09-07";0;16;3;7;0;0;9;3;109;2;1;25;1;1;2;0;0;2;2;105;3;4;8;40;1;9;7;34;6;1;12;3;0;19;13;7;15;15;1;10;2;6;2;26;0;10;10;4;1;0;0;0;1;0
"2009_36";"2009-08-31";1;18;2;24;1;2;1;3;16;0;2;28;3;0;4;0;1;2;6;72;0;5;6;48;0;20;7;49;8;2;19;1;0;30;10;20;13;14;0;12;0;2;1;14;8;3;30;2;1;10;1;0;1;1
"2009_35";"2009-08-24";1;0;1;30;1;1;11;7;99;2;3;17;0;0;3;0;0;13;0;4;4;2;2;10;1;12;5;52;0;1;112;3;0;2;10;29;48;18;3;5;0;0;2;20;3;15;57;0;0;14;0;2;2;1
"2009_34";"2009-08-17";1;9;0;27;1;0;11;2;17;2;4;34;3;1;1;0;1;9;1;39;1;4;1;29;1;24;6;5;3;3;57;3;1;19;3;2;41;0;1;8;0;7;5;28;0;5;12;4;1;11;2;0;1;0
"2009_33";"2009-08-10";1;12;0;28;1;2;0;5;37;3;5;21;1;0;1;0;1;11;3;77;1;4;2;15;1;28;7;13;8;0;24;1;1;42;9;1;47;20;3;18;0;1;3;10;4;5;55;2;1;7;2;1;0;0
"2009_32";"2009-08-03";1;22;2;2;0;2;2;6;104;3;1;17;4;0;2;1;0;3;0;14;2;1;2;70;1;18;6;2;4;2;72;5;1;3;11;6;9;2;2;6;1;9;4;28;2;14;18;2;1;21;0;2;2;0
"2009_31";"2009-07-27";0;20;3;19;2;2;11;2;50;1;4;12;0;1;4;1;0;6;8;57;2;1;5;6;0;14;8;18;3;0;81;1;0;40;7;2;38;0;0;22;2;6;5;20;0;4;54;1;1;10;1;0;2;0
"2009_30";"2009-07-20";0;29;0;20;2;2;0;0;102;4;1;37;1;2;2;1;1;11;5;78;1;2;8;59;1;22;3;43;5;0;61;0;1;37;7;14;34;15;2;17;1;9;5;23;4;10;74;1;1;19;2;2;1;1
"2009_29";"2009-07-13";1;26;0;13;1;0;2;4;89;3;0;20;3;1;5;1;1;6;7;24;2;5;6;63;1;9;7;37;4;3;60;4;1;6;0;11;12;11;3;21;2;0;2;23;8;5;22;1;0;7;2;0;2;0
"2009_28";"2009-07-06";0;24;3;20;2;2;12;1;7;3;5;38;3;0;0;0;1;6;1;94;1;2;8;49;0;20;8;20;7;2;115;3;1;42;5;24;4;20;3;18;0;1;3;25;4;10;40;0;1;24;2;1;2;1
"2009_27";"2009-06-29";1;0;2;10;2;1;6;0;19;1;4;36;2;0;1;0;0;0;6;47;6;3;6;1;1;13;2;28;9;1;86;3;1;8;8;20;34;3;3;3;1;0;0;18;2;3;20;4;1;0;0;2;0;0
"2009_26";"2009-06-22";1;21;2;21;2;0;7;6;62;3;3;30;0;0;5;1;2;6;5;53;2;4;2;45;0;7;2;9;4;0;101;4;1;23;13;5;46;13;1;22;0;5;1;17;5;7;35;4;1;9;1;0;0;1
"2009_25";"2009-06-15";1;25;1;28;1;1;4;7;72;1;0;6;2;2;2;1;2;0;9;92;0;2;8;59;0;2;0;16;1;2;89;5;1;22;11;13;40;17;2;3;2;2;5;19;0;9;19;0;0;14;2;2;0;1
"2009_24";"2009-06-08";0;11;2;3;2;0;8;1;99;0;0;24;2;0;0;1;2;7;6;95;2;4;8;22;1;1;8;35;3;0;58;1;2;4;11;3;1;9;3;19;1;2;2;24;2;2;42;1;0;6;2;1;1;0
"2009_23";"2009-06-01";0;5;3;0;2;0;2;8;58;3;3;23;3;0;1;1;0;1;5;96;3;4;7;78;1;9;2;15;0;2;70;4;2;11;4;9;44;15;3;13;0;8;4;1;4;10;16;3;1;1;1;2;1;0
"2009_22";"2009-05-25";0;9;1;27;0;1;6;8;70;4;4;19;1;2;4;1;2;9;6;51;0;2;1;51;0;16;4;21;8;2;15;3;2;20;1;17;31;21;1;5;2;8;0;2;5;2;5;1;1;5;2;0;0;1
"2009_21";"2009-05-18";0;2;1;2;0;2;2;1;51;4;1;14;4;0;5;1;0;16;1;58;6;5;7;49;0;20;1;48;9;1;114;5;1;1;13;27;5;22;2;9;0;9;3;29;8;2;62;2;0;14;0;1;1;1
"2009_20";"2009-05-11";0;20;1;22;2;1;11;0;62;1;3;10;3;1;1;0;0;12;4;16;5;1;0;53;0;29;0;26;6;2;33;1;0;17;2;23;42;0;3;9;1;3;1;31;8;13;10;1;1;16;1;2;1;1
"2009_19";"2009-05-04";1;4;1;0;2;2;1;5;65;4;2;13;4;0;3;0;2;0;0;44;5;1;3;68;0;1;0;8;0;2;68;3;2;19;8;6;31;4;3;19;1;9;4;10;7;0;61;1;1;2;1;2;0;0
"2009_18";"2009-04-27";1;9;0;9;0;0;4;0;50;4;0;2;4;2;5;0;0;10;6;82;0;1;8;75;1;17;8;42;7;1;89;4;0;10;3;26;16;15;2;10;2;2;2;32;7;15;26;0;1;15;0;0;1;1
"2009_17";"2009-04-20";1;0;2;0;2;0;1;3;86;1;5;15;4;1;0;1;1;2;2;89;3;5;2;22;1;24;2;4;1;3;67;3;2;52;13;4;46;5;0;24;0;9;5;30;2;5;11;2;1;10;2;1;1;0
"2009_16";"2009-04-13";1;6;0;28;1;0;11;6;22;2;2;23;2;0;1;0;1;2;9;68;3;1;5;22;0;18;1;47;8;3;21;0;1;16;11;2;40;22;2;2;0;2;2;31;3;10;67;2;1;3;0;0;1;0
"2009_15";"2009-04-06";1;26;0;24;2;2;12;7;28;0;4;9;2;2;5;1;2;9;5;82;2;1;8;50;0;0;4;2;1;3;57;5;2;44;7;14;2;11;3;16;1;8;2;9;2;13;48;4;1;10;0;1;0;1
"2009_14";"2009-03-30";0;22;2;20;2;0;6;6;38;4;0;33;1;2;0;1;0;9;4;92;6;5;5;26;0;22;6;36;6;3;57;0;0;40;13;9;46;16;2;8;2;0;3;20;7;5;20;3;0;18;2;0;1;0
"2009_13";"2009-03-23";0;17;1;23;1;2;9;3;28;0;4;23;1;0;1;0;1;13;0;76;2;2;4;9;1;15;8;33;7;0;69;3;1;54;4;0;38;5;3;24;1;6;5;11;4;13;31;1;1;24;1;0;1;1
"2009_12";"2009-03-16";0;19;1;26;2;2;10;2;47;2;1;16;4;1;2;0;2;0;8;102;6;1;9;38;1;2;3;50;0;3;40;4;1;7;8;23;35;9;1;23;2;3;3;0;6;1;44;3;0;25;0;1;2;0
"2009_11";"2009-03-09";0;23;2;10;2;0;8;4;6;2;1;30;4;2;3;1;2;3;1;53;1;1;6;60;1;3;6;19;6;1;93;4;0;56;13;2;4;19;3;11;0;1;1;20;5;14;17;3;0;17;1;2;1;0
"2009_10";"2009-03-02";0;20;1;25;0;0;5;2;8;3;4;19;0;0;1;0;1;8;9;34;1;0;9;82;1;8;1;24;1;3;94;0;0;32;12;17;27;21;3;4;0;6;5;19;4;14;32;4;0;15;1;1;2;0
"2009_09";"2009-02-23";0;24;2;23;2;0;12;4;67;4;4;10;4;0;1;1;1;9;3;65;0;1;0;39;1;19;3;33;7;1;45;2;0;58;9;13;25;8;2;21;1;1;1;2;7;14;41;2;0;17;0;1;0;0
"2009_08";"2009-02-16";1;1;0;28;2;0;2;0;63;3;0;39;3;0;4;0;2;12;8;76;4;4;10;73;1;1;1;53;2;2;35;0;1;1;8;10;9;11;3;23;0;9;4;32;0;12;8;4;0;18;1;2;0;1
"2009_07";"2009-02-09";1;25;0;5;1;1;11;8;71;3;0;14;2;0;2;1;1;11;8;38;0;3;7;46;0;11;3;17;3;1;31;4;0;46;5;17;7;17;0;23;0;6;3;18;6;9;25;3;0;19;1;2;1;1
"2009_06";"2009-02-02";1;21;0;19;0;2;6;7;8;2;2;29;4;1;4;0;1;4;0;76;1;3;5;53;1;16;0;11;3;3;65;3;0;39;3;1;10;4;3;1;1;3;2;6;1;2;5;0;0;19;1;2;0;0
"2009_05";"2009-01-26";0;0;3;11;2;2;11;2;83;3;3;39;1;2;0;1;0;14;3;17;5;1;2;40;0;15;0;29;7;2;42;3;1;44;4;19;2;19;0;15;0;9;3;32;2;3;35;2;1;25;0;2;1;0
"2009_04";"2009-01-19";1;28;0;16;1;0;12;8;82;2;3;13;3;1;4;1;2;1;0;31;4;0;2;32;0;9;1;4;5;2;46;1;2;21;8;29;42;12;1;12;1;4;0;21;2;4;75;2;1;16;0;1;0;0
"2009_03";"2009-01-12";0;2;0;20;2;2;0;7;24;1;5;21;2;2;1;1;0;1;2;83;0;5;1;17;1;13;6;5;6;0;27;2;1;50;10;17;32;20;2;19;1;0;1;5;1;4;51;2;1;12;2;0;2;1
"2009_02";"2009-01-05";0;20;0;16;0;2;12;8;73;3;4;25;0;0;1;0;2;0;5;8;0;0;1;58;1;25;2;17;3;3;76;3;0;41;10;6;38;23;1;24;0;5;2;12;7;3;34;2;0;11;1;0;1;0
"2009_01";"2008-12-29";0;4;3;27;0;1;1;8;97;4;3;1;2;0;2;1;0;15;9;91;4;1;3;26;0;10;1;29;6;3;101;2;2;46;10;29;32;1;3;15;2;1;4;21;6;2;60;1;0;12;1;2;0;1
"2008_52";"2008-12-22";1;21;0;29;2;0;12;8;102;1;1;34;1;2;0;1;2;0;1;94;3;2;9;57;1;18;8;25;4;2;91;1;0;15;8;27;19;18;2;20;1;8;4;0;4;13;73;1;1;19;2;0;2;0
"2008_51";"2008-12-15";0;26;3;30;1;2;6;5;111;3;1;26;2;0;3;0;0;6;2;34;2;1;1;70;0;2;4;3;2;2;44;2;1;41;9;4;33;1;1;13;0;2;4;11;0;4;74;0;1;17;2;2;2;0
"2008_50";"2008-12-08";1;32;3;2;1;1;6;5;34;2;1;14;0;1;3;1;2;16;4;79;6;2;10;49;0;5;8;30;4;3;80;4;1;41;4;13;37;9;0;16;0;8;1;14;3;2;70;2;0;13;0;2;2;1
"2008_49";"2008-12-01";0;11;2;13;2;1;12;2;65;2;3;27;1;1;0;0;2;9;6;5;4;2;9;75;1;4;4;54;8;1;33;0;2;8;2;13;47;8;1;16;0;3;2;5;3;14;69;4;1;10;2;2;1;1
"2008_48";"2008-11-24";1;26;3;33;1;1;2;2;94;3;3;30;0;1;0;1;1;12;6;9;6;3;4;17;1;1;2;50;4;3;96;0;0;12;3;23;0;15;2;15;2;3;3;8;2;11;32;2;0;7;0;2;0;0
"2008_47";"2008-11-17";1;6;2;29;2;0;4;4;96;2;3;29;1;2;2;0;2;15;9;54;1;3;10;68;1;15;3;40;0;3;112;3;1;29;11;5;47;6;0;23;1;3;1;28;2;13;59;3;0;13;0;1;0;1
"2008_46";"2008-11-10";1;19;3;23;2;2;0;7;97;3;0;0;2;1;5;1;2;7;9;61;6;5;1;40;0;12;1;33;5;0;31;3;0;17;8;2;29;17;3;11;2;1;1;15;5;6;52;4;1;20;2;1;2;1
"2008_45";"2008-11-03";0;5;3;12;1;0;6;7;49;1;2;35;1;0;2;0;2;13;7;16;1;1;0;4;0;0;2;12;4;3;117;5;0;20;5;21;13;20;1;24;1;5;1;4;6;3;76;2;1;7;2;2;1;0
"2008_44";"2008-10-27";1;28;2;2;2;2;5;2;87;3;0;20;1;1;2;1;1;16;9;58;2;1;10;20;0;27;0;15;5;2;87;0;1;27;0;10;22;10;3;5;2;6;2;19;3;4;24;1;0;7;1;0;1;0
"2008_43";"2008-10-20";0;25;2;3;2;1;11;6;42;2;4;39;4;0;1;1;0;11;6;31;1;2;8;77;0;29;2;19;6;1;46;5;0;29;9;8;3;4;3;9;0;4;0;5;2;6;29;2;0;24;1;0;2;1
"2008_42";"2008-10-13";1;24;2;3;0;0;10;8;64;0;3;4;1;2;0;1;0;13;6;98;6;2;2;78;0;1;6;31;4;1;29;1;0;19;8;10;44;12;1;12;2;2;3;4;2;2;77;3;0;23;1;0;1;1
"2008_41";"2008-10-06";1;4;1;9;1;1;6;5;55;4;5;29;0;2;2;0;2;15;0;3;1;3;4;4;0;14;6;33;8;1;11;3;0;59;7;23;25;0;2;9;1;1;2;16;0;8;42;1;1;2;1;0;1;0
"2008_40";"2008-09-29";1;18;3;25;2;2;1;6;43;4;5;15;0;1;4;1;2;3;0;106;2;4;9;1;0;1;0;20;6;2;29;2;1;9;2;14;46;9;2;16;2;5;0;16;2;8;13;2;0;1;0;1;2;1
"2008_39";"2008-09-22";0;25;1;28;2;1;2;3;20;4;0;25;1;1;2;1;2;12;5;84;2;2;0;82;0;7;5;20;7;1;15;1;2;39;4;26;16;8;0;13;0;9;2;29;4;5;44;0;0;5;1;1;0;1
"2008_38";"2008-09-15";1;18;3;14;1;0;0;5;0;4;0;23;0;2;0;1;0;0;0;84;6;2;2;71;1;1;3;46;9;2;78;3;1;20;13;9;38;20;2;16;0;6;0;10;5;15;23;1;0;7;1;1;2;0
"2008_37";"2008-09-08";0;0;3;7;0;0;8;0;33;3;3;33;1;1;2;1;0;8;5;18;5;5;4;4;1;15;4;39;2;2;91;0;0;31;5;5;38;14;1;7;2;2;5;31;6;13;5;4;1;17;1;0;0;0
"2008_36";"2008-09-01";0;19;2;23;1;1;1;8;6;3;2;29;4;2;5;1;2;7;4;50;0;1;1;63;1;25;7;17;7;3;10;4;0;27;13;17;42;18;3;9;2;2;4;9;4;13;48;3;0;15;2;0;2;0
"2008_35";"2008-08-25";1;0;0;11;2;1;6;2;42;1;4;5;2;2;2;1;0;6;9;2;4;3;1;26;1;16;4;9;1;0;5;5;0;10;11;17;21;15;3;4;2;6;4;2;2;2;35;3;1;21;2;0;2;1
"2008_34";"2008-08-18";1;21;0;8;1;1;6;2;99;0;5;6;0;0;5;1;2;2;5;4;1;5;0;28;0;18;7;15;2;3;62;0;2;28;13;4;14;14;0;10;1;2;1;1;2;13;41;2;1;12;2;1;0;0
"2008_33";"2008-08-11";1;26;3;9;2;1;3;0;16;3;2;5;3;1;3;1;2;4;2;93;3;5;9;38;1;4;5;34;0;1;15;0;1;23;3;12;15;18;1;16;2;6;5;1;4;6;74;1;0;2;1;0;1;0
"2008_32";"2008-08-04";0;28;3;16;2;0;12;5;82;1;4;20;3;2;0;0;0;1;8;82;2;3;0;28;0;29;7;43;2;1;37;2;1;15;10;24;12;13;3;22;0;8;3;11;0;2;22;1;1;10;1;0;1;1
"2008_31";"2008-07-28";0;23;2;16;2;2;1;3;99;0;1;10;0;2;0;1;0;4;9;17;3;5;4;83;0;7;5;18;9;1;79;3;0;7;13;19;48;11;2;8;0;0;4;22;4;7;38;4;0;18;0;1;0;1
"2008_30";"2008-07-21";0;31;2;23;1;1;9;5;5;4;2;1;0;2;5;0;0;10;8;64;6;4;4;79;1;13;2;32;2;0;10;5;2;43;3;10;32;19;1;8;1;1;4;0;3;8;50;3;1;16;0;0;1;0
"2008_29";"2008-07-14";0;1;2;11;2;1;10;0;4;3;2;21;2;2;5;0;0;5;1;14;5;0;4;12;1;29;1;34;9;0;68;5;1;43;0;2;28;10;2;17;0;2;0;18;8;6;37;0;1;21;2;1;0;0
"2008_28";"2008-07-07";1;6;0;21;2;0;8;6;3;0;4;36;3;0;4;1;2;7;2;37;1;0;9;60;0;2;7;44;0;1;70;5;0;9;8;21;30;18;0;13;0;0;1;22;7;5;21;1;1;25;1;1;1;1
